stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
hkir_101029_1,"Apc, autóbusz-forduló",47.787247,19.707188,,hkir_101029,
hkir_101030,"Apc, CsabaCast",47.791900,19.666868,1,,
hkir_101030_1,"Apc, CsabaCast",47.791900,19.666868,,hkir_101030,
hkir_101032,"Apc, Erzsébet tér",47.795422,19.690741,1,,
hkir_101032_1,"Apc, Erzsébet tér",47.795342,19.690712,,hkir_101032,
hkir_101032_2,"Apc, Erzsébet tér",47.795501,19.690776,,hkir_101032,
hkir_101033,"Apc, Petőfi tér",47.793240,19.692402,1,,
hkir_101033_1,"Apc, Petőfi tér",47.793201,19.692153,,hkir_101033,
hkir_101033_2,"Apc, Petőfi tér",47.793339,19.692403,,hkir_101033,
hkir_101033_3,"Apc, Petőfi tér",47.793188,19.692619,,hkir_101033,
hkir_101034,"Apc, Rákóczi Ferenc út 78.",47.789555,19.700087,1,,
hkir_101034_1,"Apc, Rákóczi Ferenc út 78.",47.789536,19.700076,,hkir_101034,
hkir_101034_2,"Apc, Rákóczi Ferenc út 78.",47.789575,19.700089,,hkir_101034,
hkir_101035,Apc-Zagyvaszántó vasútállomás,47.791672,19.668690,1,,
hkir_101035_1,Apc-Zagyvaszántó vasútállomás,47.792149,19.668840,,hkir_101035,
hkir_101035_2,Apc-Zagyvaszántó vasútállomás,47.791194,19.668532,,hkir_101035,
hkir_101037,"Átány, Alvégesi temető",47.616089,20.371960,1,,
hkir_101037_1,"Átány, Alvégesi temető",47.616425,20.371918,,hkir_101037,
hkir_101037_2,"Átány, Alvégesi temető",47.615757,20.371999,,hkir_101037,
hkir_101038,"Átány, átányi elágazás",47.632156,20.327024,1,,
hkir_101038_1,"Átány, átányi elágazás",47.632015,20.326585,,hkir_101038,
hkir_101038_2,"Átány, átányi elágazás",47.632544,20.326990,,hkir_101038,
hkir_101038_3,"Átány, átányi elágazás",47.631917,20.327494,,hkir_101038,
hkir_101039,"Átány, autóbusz-váróterem",47.615181,20.359428,1,,
hkir_101039_1,"Átány, autóbusz-váróterem",47.615011,20.359480,,hkir_101039,
hkir_101040,"Atkár, autóbusz-váróterem",47.721298,19.891319,1,,
hkir_101040_1,"Atkár, autóbusz-váróterem",47.721209,19.891263,,hkir_101040,
hkir_101040_2,"Atkár, autóbusz-váróterem",47.721389,19.891371,,hkir_101040,
hkir_101040_3,"Atkár, autóbusz-váróterem",47.720798,19.890775,,hkir_101040,
hkir_101040_4,"Atkár, autóbusz-váróterem",47.720863,19.891100,,hkir_101040,
hkir_101041,"Atkár, Hevesi tér",47.716709,19.886274,1,,
hkir_101041_1,"Atkár, Hevesi tér",47.716838,19.886298,,hkir_101041,
hkir_101041_2,"Atkár, Hevesi tér",47.716585,19.886246,,hkir_101041,
hkir_101042,"Atkár, Posta",47.716599,19.893286,1,,
hkir_101042_1,"Atkár, Posta",47.716502,19.893341,,hkir_101042,
hkir_101042_2,"Atkár, Posta",47.716694,19.893226,,hkir_101042,
hkir_101043,"Atkár, sertéstelep",47.686817,19.871901,1,,
hkir_101043_1,"Atkár, sertéstelep",47.686673,19.871808,,hkir_101043,
hkir_101043_2,"Atkár, sertéstelep",47.686962,19.871989,,hkir_101043,
hkir_101044,"Hort, Ilonatelep",47.719196,19.844604,1,,
hkir_101044_1,"Hort, Ilonatelep",47.719046,19.843921,,hkir_101044,
hkir_101044_2,"Hort, Ilonatelep",47.719353,19.845281,,hkir_101044,
hkir_101046,"Balaton, alsó",48.086918,20.313519,1,,
hkir_101046_1,"Balaton, alsó",48.086851,20.313589,,hkir_101046,
hkir_101046_2,"Balaton, alsó",48.086994,20.313443,,hkir_101046,
hkir_101047,"Balaton, autóbusz-váróterem",48.092327,20.306683,1,,
hkir_101047_1,"Balaton, autóbusz-váróterem",48.092329,20.306651,,hkir_101047,
hkir_101048,"Balaton, felső",48.100998,20.306057,1,,
hkir_101048_1,"Balaton, felső",48.101073,20.306013,,hkir_101048,
hkir_101048_2,"Balaton, felső",48.100935,20.306097,,hkir_101048,
hkir_101049,"Balaton, Kossuth Lajos út 163.",48.105827,20.303631,1,,
hkir_101049_1,"Balaton, Kossuth Lajos út 163.",48.105844,20.303640,,hkir_101049,
hkir_101049_2,"Balaton, Kossuth Lajos út 163.",48.105823,20.303618,,hkir_101049,
hkir_101051,"Bátor, bátori elágazás",47.967579,20.266609,1,,
hkir_101051_1,"Bátor, bátori elágazás",47.967596,20.266551,,hkir_101051,
hkir_101051_2,"Bátor, bátori elágazás",47.967564,20.266662,,hkir_101051,
hkir_101052,"Bátor, hevesaranyosi elágazás",47.990898,20.265636,1,,
hkir_101052_1,"Bátor, hevesaranyosi elágazás",47.990711,20.266368,,hkir_101052,
hkir_101052_2,"Bátor, hevesaranyosi elágazás",47.990954,20.265883,,hkir_101052,
hkir_101052_3,"Bátor, hevesaranyosi elágazás",47.990870,20.265257,,hkir_101052,
hkir_101052_4,"Bátor, hevesaranyosi elágazás",47.990828,20.265454,,hkir_101052,
hkir_101053,"Bátor, Hunyadi János út 58.",47.993885,20.258554,1,,
hkir_101053_1,"Bátor, Hunyadi János út 58.",47.993897,20.258579,,hkir_101053,
hkir_101053_2,"Bátor, Hunyadi János út 58.",47.993880,20.258525,,hkir_101053,
hkir_101054,"Bátor, Kisbátori tanya",48.002468,20.271397,1,,
hkir_101054_1,"Bátor, Kisbátori tanya",48.002596,20.271371,,hkir_101054,
hkir_101054_2,"Bátor, Kisbátori tanya",48.002344,20.271416,,hkir_101054,
hkir_101055,"Bükkszék, Nagyaszói tanya",47.984116,20.229071,1,,
hkir_101055_1,"Bükkszék, Nagyaszói tanya",47.984137,20.229081,,hkir_101055,
hkir_101055_2,"Bükkszék, Nagyaszói tanya",47.984100,20.229056,,hkir_101055,
hkir_101056,"Bekölce, Akác úti átjáró",48.079582,20.266861,1,,
hkir_101056_1,"Bekölce, Akác úti átjáró",48.079581,20.266747,,hkir_101056,
hkir_101056_2,"Bekölce, Akác úti átjáró",48.079590,20.266969,,hkir_101056,
hkir_101057,"Bekölce, autóbusz-forduló",48.080235,20.254850,1,,
hkir_101057_1,"Bekölce, autóbusz-forduló",48.080287,20.254727,,hkir_101057,
hkir_101058,"Bekölce, Központ",48.079765,20.274122,1,,
hkir_101058_1,"Bekölce, Központ",48.080014,20.273174,,hkir_101058,
hkir_101058_2,"Bekölce, Központ",48.079340,20.274107,,hkir_101058,
hkir_101058_3,"Bekölce, Központ",48.079954,20.275077,,hkir_101058,
hkir_101059,"Bekölce, Lovastanya",48.081062,20.251841,1,,
hkir_101059_1,"Bekölce, Lovastanya",48.081145,20.251696,,hkir_101059,
hkir_101059_2,"Bekölce, Lovastanya",48.080988,20.251982,,hkir_101059,
hkir_101061,"Nyíregyháza, Alsóbadúr autóbusz-forduló",47.877800,21.653100,1,,
hkir_101061_1,"Nyíregyháza, Alsóbadúr autóbusz-forduló",47.877800,21.653100,,hkir_101061,
hkir_101062,"Bélapátfalva, Egészségház",48.059311,20.353168,1,,
hkir_101062_1,"Bélapátfalva, Egészségház",48.059784,20.353355,,hkir_101062,
hkir_101062_2,"Bélapátfalva, Egészségház",48.058845,20.352977,,hkir_101062,
hkir_101063,"Bélapátfalva, Ipari Park",48.067524,20.356321,1,,
hkir_101063_1,"Bélapátfalva, Ipari Park",48.068335,20.356646,,hkir_101063,
hkir_101063_2,"Bélapátfalva, Ipari Park",48.066724,20.355994,,hkir_101063,
hkir_101064,"Bélapátfalva, Május 1. út 4.",48.053074,20.348265,1,,
hkir_101064_1,"Bélapátfalva, Május 1. út 4.",48.053110,20.348321,,hkir_101064,
hkir_101064_2,"Bélapátfalva, Május 1. út 4.",48.053056,20.348232,,hkir_101064,
hkir_101066,"Bélapátfalva, városháza",48.054951,20.350468,1,,
hkir_101066_1,"Bélapátfalva, városháza",48.055032,20.350607,,hkir_101066,
hkir_101066_2,"Bélapátfalva, városháza",48.054878,20.350326,,hkir_101066,
hkir_101067,"Bélapátfalva, Vásártér",48.049072,20.343941,1,,
hkir_101067_1,"Bélapátfalva, Vásártér",48.049352,20.344525,,hkir_101067,
hkir_101067_2,"Bélapátfalva, Vásártér",48.048801,20.343353,,hkir_101067,
hkir_101068,"Bélapátfalva, vasútállomás elágazás",48.056175,20.343653,1,,
hkir_101068_1,"Bélapátfalva, vasútállomás elágazás",48.056164,20.343651,,hkir_101068,
hkir_101068_2,"Bélapátfalva, vasútállomás elágazás",48.056235,20.343720,,hkir_101068,
hkir_101069,"Besenyőtelek, Kisbolt",47.706585,20.426380,1,,
hkir_101069_1,"Besenyőtelek, Kisbolt",47.706118,20.426588,,hkir_101069,
hkir_101069_2,"Besenyőtelek, Kisbolt",47.707056,20.426171,,hkir_101069,
hkir_101070,"Besenyőtelek, Központ",47.700996,20.427883,1,,
hkir_101070_1,"Besenyőtelek, Központ",47.700766,20.427857,,hkir_101070,
hkir_101070_2,"Besenyőtelek, Központ",47.701226,20.427911,,hkir_101070,
hkir_101071,"Besenyőtelek, poroszlói elágazás",47.694679,20.433378,1,,
hkir_101071_1,"Besenyőtelek, poroszlói elágazás",47.694478,20.433434,,hkir_101071,
hkir_101071_2,"Besenyőtelek, poroszlói elágazás",47.694888,20.433321,,hkir_101071,
hkir_101073,"Besenyőtelek, Temető",47.694489,20.434439,1,,
hkir_101073_1,"Besenyőtelek, Temető",47.694504,20.434413,,hkir_101073,
hkir_101073_2,"Besenyőtelek, Temető",47.694504,20.434413,,hkir_101073,
hkir_101074,"Boconád, Béke út",47.639725,20.196957,1,,
hkir_101074_1,"Boconád, Béke út",47.639719,20.196913,,hkir_101074,
hkir_101074_2,"Boconád, Béke út",47.639736,20.196998,,hkir_101074,
hkir_101075,"Boconád, községháza",47.642914,20.187248,1,,
hkir_101075_1,"Boconád, községháza",47.642877,20.187580,,hkir_101075,
hkir_101075_2,"Boconád, községháza",47.642954,20.186915,,hkir_101075,
hkir_101076,"Heves(Alatka), Bernáthegy",47.640186,20.246592,1,,
hkir_101076_1,"Heves(Alatka), Bernáthegy",47.640300,20.246668,,hkir_101076,
hkir_101076_2,"Heves(Alatka), Bernáthegy",47.640080,20.246513,,hkir_101076,
hkir_101077,"Heves (Alatka), Honvédség",47.665653,20.264181,1,,
hkir_101077_1,"Heves (Alatka), Honvédség",47.665565,20.264128,,hkir_101077,
hkir_101077_2,"Heves (Alatka), Honvédség",47.665744,20.264233,,hkir_101077,
hkir_101078,"Heves (Alatka), régi iskola",47.653278,20.256189,1,,
hkir_101078_1,"Heves (Alatka), régi iskola",47.653292,20.256161,,hkir_101078,
hkir_101078_2,"Heves (Alatka), régi iskola",47.653273,20.256214,,hkir_101078,
hkir_101079,"Heves (Alatka), szövetkezeti bolt",47.645714,20.251886,1,,
hkir_101079_1,"Heves (Alatka), szövetkezeti bolt",47.645650,20.251827,,hkir_101079,
hkir_101079_2,"Heves (Alatka), szövetkezeti bolt",47.645786,20.251945,,hkir_101079,
hkir_101080,"Bodony, Italbolt",47.942780,20.022984,1,,
hkir_101080_1,"Bodony, Italbolt",47.942781,20.022982,,hkir_101080,
hkir_101081,"Bodony, Újtelep",47.938740,20.023903,1,,
hkir_101081_1,"Bodony, Újtelep",47.938822,20.023904,,hkir_101081,
hkir_101081_2,"Bodony, Újtelep",47.938664,20.023897,,hkir_101081,
hkir_101082,"Boldog, Bartók Béla út",47.601646,19.677546,1,,
hkir_101082_1,"Boldog, Bartók Béla út",47.601646,19.677543,,hkir_101082,
hkir_101083,"Boldog, Bonta bíró major",47.617321,19.681957,1,,
hkir_101083_1,"Boldog, Bonta bíró major",47.617179,19.681994,,hkir_101083,
hkir_101083_2,"Boldog, Bonta bíró major",47.617463,19.681919,,hkir_101083,
hkir_101084,"Boldog, Hatvani út",47.612598,19.683689,1,,
hkir_101084_1,"Boldog, Hatvani út",47.612438,19.683732,,hkir_101084,
hkir_101084_2,"Boldog, Hatvani út",47.612757,19.683643,,hkir_101084,
hkir_101085,"Boldog, Kossuth út - művelődési ház",47.602692,19.693998,1,,
hkir_101085_1,"Boldog, Kossuth út - művelődési ház",47.602678,19.693977,,hkir_101085,
hkir_101085_2,"Boldog, Kossuth út - művelődési ház",47.602708,19.694018,,hkir_101085,
hkir_101086,"Boldog, Liget út",47.606602,19.688593,1,,
hkir_101086_1,"Boldog, Liget út",47.606594,19.688580,,hkir_101086,
hkir_101086_2,"Boldog, Liget út",47.606607,19.688600,,hkir_101086,
hkir_101087,"Boldog, Sportpálya",47.598133,19.687538,1,,
hkir_101087_1,"Boldog, Sportpálya",47.598284,19.686886,,hkir_101087,
hkir_101087_2,"Boldog, Sportpálya",47.597983,19.688184,,hkir_101087,
hkir_101088,"Boldog, Tabán út",47.598091,19.692724,1,,
hkir_101088_1,"Boldog, Tabán út",47.598083,19.692555,,hkir_101088,
hkir_101088_2,"Boldog, Tabán út",47.598098,19.692891,,hkir_101088,
hkir_101090,"Bükkszék, Camping",47.993389,20.181480,1,,
hkir_101090_1,"Bükkszék, Camping",47.993647,20.181797,,hkir_101090,
hkir_101090_2,"Bükkszék, Camping",47.993142,20.181159,,hkir_101090,
hkir_101091,"Bükkszék, felső bejárati út",47.999126,20.183210,1,,
hkir_101091_1,"Bükkszék, felső bejárati út",47.999120,20.183680,,hkir_101091,
hkir_101091_2,"Bükkszék, felső bejárati út",47.999084,20.182812,,hkir_101091,
hkir_101092,"Bükkszék, Gyógyfürdő",47.993427,20.173279,1,,
hkir_101092_1,"Bükkszék, Gyógyfürdő",47.993430,20.173277,,hkir_101092,
hkir_101094,"Bükkszék, községháza",47.988289,20.174927,1,,
hkir_101094_1,"Bükkszék, községháza",47.988461,20.174894,,hkir_101094,
hkir_101094_2,"Bükkszék, községháza",47.988125,20.174953,,hkir_101094,
hkir_101097,"Bükkszenterzsébet, autóbusz-váróterem",48.055218,20.165169,1,,
hkir_101097_1,"Bükkszenterzsébet, autóbusz-váróterem",48.055234,20.165088,,hkir_101097,
hkir_101097_2,"Bükkszenterzsébet, autóbusz-váróterem",48.055203,20.165244,,hkir_101097,
hkir_101098,"Bükkszenterzsébet, Daracs patak",48.051338,20.155828,1,,
hkir_101098_1,"Bükkszenterzsébet, Daracs patak",48.051179,20.155564,,hkir_101098,
hkir_101098_2,"Bükkszenterzsébet, Daracs patak",48.051500,20.156086,,hkir_101098,
hkir_101100,"Nyíregyháza, Antalbokor autóbusz-forduló",47.971100,21.648200,1,,
hkir_101100_1,"Nyíregyháza, Antalbokor autóbusz-forduló",47.971100,21.648200,,hkir_101100,
hkir_101101,Váraszói elágazás,48.043800,20.136204,1,,
hkir_101101_1,Váraszói elágazás,48.043818,20.136183,,hkir_101101,
hkir_101101_2,Váraszói elágazás,48.043785,20.136217,,hkir_101101,
hkir_101102,Bélapátfalvai elágazás,48.059006,20.329353,1,,
hkir_101102_1,Bélapátfalvai elágazás,48.059209,20.329050,,hkir_101102,
hkir_101102_2,Bélapátfalvai elágazás,48.059068,20.329778,,hkir_101102,
hkir_101102_3,Bélapátfalvai elágazás,48.058754,20.329226,,hkir_101102,
hkir_101103,"Bükkszentmárton, Rákóczi út 39.",48.071171,20.329103,1,,
hkir_101103_1,"Bükkszentmárton, Rákóczi út 39.",48.071210,20.329238,,hkir_101103,
hkir_101103_2,"Bükkszentmárton, Rákóczi út 39.",48.071143,20.328963,,hkir_101103,
hkir_101104,Bükkszentmártoni elágazás,48.068771,20.322178,1,,
hkir_101104_1,Bükkszentmártoni elágazás,48.069006,20.321682,,hkir_101104,
hkir_101104_2,Bükkszentmártoni elágazás,48.068267,20.322329,,hkir_101104,
hkir_101104_3,Bükkszentmártoni elágazás,48.069061,20.322515,,hkir_101104,
hkir_101106,"Csány, autóbusz-forduló",47.649925,19.830458,1,,
hkir_101106_1,"Csány, autóbusz-forduló",47.649952,19.830545,,hkir_101106,
hkir_101106_2,"Csány, autóbusz-forduló",47.649899,19.830367,,hkir_101106,
hkir_101107,"Csány, Hatvani út",47.646878,19.811679,1,,
hkir_101107_1,"Csány, Hatvani út",47.646861,19.811728,,hkir_101107,
hkir_101107_2,"Csány, Hatvani út",47.646896,19.811632,,hkir_101107,
hkir_101108,"Csány, Nagy út",47.650383,19.822485,1,,
hkir_101108_1,"Csány, Nagy út",47.650166,19.823136,,hkir_101108,
hkir_101108_2,"Csány, Nagy út",47.650606,19.821830,,hkir_101108,
hkir_101109,"Demjén, Albert major",47.809029,20.340075,1,,
hkir_101109_1,"Demjén, Albert major",47.809134,20.340005,,hkir_101109,
hkir_101109_2,"Demjén, Albert major",47.808933,20.340143,,hkir_101109,
hkir_101110,"Demjén, Faluszéle",47.820480,20.333855,1,,
hkir_101110_1,"Demjén, Faluszéle",47.820261,20.333940,,hkir_101110,
hkir_101110_2,"Demjén, Faluszéle",47.820708,20.333768,,hkir_101110,
hkir_101111,"Demjén, Központ",47.829559,20.333355,1,,
hkir_101111_1,"Demjén, Központ",47.829609,20.333438,,hkir_101111,
hkir_101111_2,"Demjén, Központ",47.829515,20.333270,,hkir_101111,
hkir_101112,"Demjén, Petőfi út 2.",47.834572,20.335798,1,,
hkir_101112_1,"Demjén, Petőfi út 2.",47.834206,20.335705,,hkir_101112,
hkir_101112_2,"Demjén, Petőfi út 2.",47.834906,20.335856,,hkir_101112,
hkir_101113,"Demjén, Széchenyi út 68.",47.825451,20.333170,1,,
hkir_101113_1,"Demjén, Széchenyi út 68.",47.825218,20.333174,,hkir_101113,
hkir_101113_2,"Demjén, Széchenyi út 68.",47.825692,20.333163,,hkir_101113,
hkir_101115,"Demjén, Termál-völgy",47.837757,20.336380,1,,
hkir_101115_1,"Demjén, Termál-völgy",47.837755,20.336324,,hkir_101115,
hkir_101115_2,"Demjén, Termál-völgy",47.837763,20.336431,,hkir_101115,
hkir_101116,"Demjén, Tófürdő",47.816690,20.336920,1,,
hkir_101116_1,"Demjén, Tófürdő",47.816680,20.336891,,hkir_101116,
hkir_101116_2,"Demjén, Tófürdő",47.816900,20.336681,,hkir_101116,
hkir_101117,"Detk, ÁFÉSZ",47.745975,20.096699,1,,
hkir_101117_1,"Detk, ÁFÉSZ",47.745921,20.096618,,hkir_101117,
hkir_101117_2,"Detk, ÁFÉSZ",47.746034,20.096776,,hkir_101117,
hkir_101118,"Detk, bejárati út",47.741082,20.086851,1,,
hkir_101118_1,"Detk, bejárati út",47.740403,20.086535,,hkir_101118,
hkir_101118_2,"Detk, bejárati út",47.740494,20.086531,,hkir_101118,
hkir_101118_3,"Detk, bejárati út",47.741721,20.087070,,hkir_101118,
hkir_101118_4,"Detk, bejárati út",47.741710,20.087269,,hkir_101118,
hkir_101119,"Detk, Posta",47.751095,20.096224,1,,
hkir_101119_1,"Detk, Posta",47.751048,20.096221,,hkir_101119,
hkir_101119_2,"Detk, Posta",47.751151,20.096223,,hkir_101119,
hkir_101120,"Detk, Sport utca",47.756374,20.091095,1,,
hkir_101120_1,"Detk, Sport utca",47.755945,20.091148,,hkir_101120,
hkir_101120_2,"Detk, Sport utca",47.756808,20.091037,,hkir_101120,
hkir_101122,"Domoszló, Benzinkút",47.827610,20.110289,1,,
hkir_101122_1,"Domoszló, Benzinkút",47.827592,20.110277,,hkir_101122,
hkir_101122_2,"Domoszló, Benzinkút",47.827630,20.110296,,hkir_101122,
hkir_101123,"Domoszló, Központ",47.826309,20.115902,1,,
hkir_101123_1,"Domoszló, Központ",47.826299,20.115916,,hkir_101123,
hkir_101123_2,"Domoszló, Központ",47.826325,20.115886,,hkir_101123,
hkir_101124,"Domoszló, Lőtér",47.831223,20.125217,1,,
hkir_101124_1,"Domoszló, Lőtér",47.831215,20.125237,,hkir_101124,
hkir_101124_2,"Domoszló, Lőtér",47.831234,20.125196,,hkir_101124,
hkir_101126,"Dormánd, autóbusz-váróterem",47.719555,20.419456,1,,
hkir_101126_1,"Dormánd, autóbusz-váróterem",47.719403,20.419532,,hkir_101126,
hkir_101126_2,"Dormánd, autóbusz-váróterem",47.719708,20.419380,,hkir_101126,
hkir_101127,"Dormánd, hevesi útelágazás",47.721001,20.417154,1,,
hkir_101127_1,"Dormánd, hevesi útelágazás",47.721058,20.417234,,hkir_101127,
hkir_101127_2,"Dormánd, hevesi útelágazás",47.720950,20.417071,,hkir_101127,
hkir_101129,"Dormánd, 31-es út 2-es kilométerkő",47.686729,20.388901,1,,
hkir_101129_1,"Dormánd, 31-es út 2-es kilométerkő",47.686689,20.388816,,hkir_101129,
hkir_101129_2,"Dormánd, 31-es út 2-es kilométerkő",47.686777,20.388982,,hkir_101129,
hkir_101130,"Ecséd, autóbusz-forduló",47.739372,19.768690,1,,
hkir_101130_1,"Ecséd, autóbusz-forduló",47.739451,19.768681,,hkir_101130,
hkir_101130_2,"Ecséd, autóbusz-forduló",47.739293,19.768692,,hkir_101130,
hkir_101131,"Ecséd, Hársfa utca",47.733719,19.761618,1,,
hkir_101131_1,"Ecséd, Hársfa utca",47.733720,19.761615,,hkir_101131,
hkir_101132,"Ecséd, községháza",47.733150,19.771946,1,,
hkir_101132_1,"Ecséd, községháza",47.733315,19.771903,,hkir_101132,
hkir_101132_2,"Ecséd, községháza",47.732992,19.771981,,hkir_101132,
hkir_101133,"Ecséd, Szabadság utca 55.",47.727295,19.773407,1,,
hkir_101133_1,"Ecséd, Szabadság utca 55.",47.727296,19.773416,,hkir_101133,
hkir_101133_2,"Ecséd, Szabadság utca 55.",47.727297,19.773389,,hkir_101133,
hkir_101134,"Ecséd, Táncsics Mihály út",47.723217,19.776716,1,,
hkir_101134_1,"Ecséd, Táncsics Mihály út",47.723191,19.776749,,hkir_101134,
hkir_101134_2,"Ecséd, Táncsics Mihály út",47.723247,19.776677,,hkir_101134,
hkir_101136,"Ecséd, Zrínyi Miklós út",47.730637,19.763540,1,,
hkir_101136_1,"Ecséd, Zrínyi Miklós út",47.730640,19.763536,,hkir_101136,
hkir_101138,"Eger, AGROKER",47.869315,20.404124,1,,
hkir_101138_1,"Eger, AGROKER",47.869300,20.404180,,hkir_101138,
hkir_101139,"Eger, Alvégi út",47.937780,20.365262,1,,
hkir_101139_1,"Eger, Alvégi út",47.938081,20.365283,,hkir_101139,
hkir_101139_2,"Eger, Alvégi út",47.937520,20.365520,,hkir_101139,
hkir_101140,"Eger, Ankli József út",47.905458,20.357335,1,,
hkir_101140_1,"Eger, Ankli József út",47.905458,20.357335,,hkir_101140,
hkir_101146,"Eger, Bethlen Gábor út",47.896477,20.364241,1,,
hkir_101146_1,"Eger, Bethlen Gábor út",47.896477,20.364241,,hkir_101146,
